╜s╕╣,дgжa░╧мqжь╕m,дgжa▓╛┬рн▒┐nендшд╜д╪,и╧е╬д└░╧й╬╜sйw
RPPNMLKKMHJFFEE47DA,┐│╢ймq,9.33,│гелбGжэ
RPSOMLLMLHJFFGE28DA,╣D╖▌√pмqдU╡ц╢щдpмq,34.96,│гелбGжэ
RPUOMLLKMHJFFGE38DA,╖s╔▄дlмq,58.00,│гелбGжэ
RPOOMLMJMHJFFGE77DA,дх║╓мq,20.56,│гелбGжэ
RPXOMLOLMHJFFGE09DA,░ё│╗мq,45.21,│гелбGжэ
RPWNMLRJMHJFFJE66DA,▒T║|мq,125.00,│гелбGжэ
RPRNMLLMLHJFFJE38DA,кп║rоЇмq,13.46,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSNMLLJMHJFFKE38DA,дg¤K╞Wмq,1590.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╝╚е╝╜sйw
RPSNMLLJMHJFFKE38DA,дg¤K╞Wмq,270.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╝╚е╝╜sйw
RPSNMLLJMHJFFKE38DA,дg¤K╞Wмq,792.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPWNMLLJMHJFFJE68DA,к№╜ммq,1428.00,│гелбG╣A
RPXNMLLJMHJFFJE78DA,к№╜ммq,2651.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPOOMLLJMHJFFJE97DA,лnжwж╤мq,8719.50,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPUNMLMJMHJFFGE28DA,дEж▒мq,93.69,│гелбGжэ
RPUNMLMJMHJFFGE28DA,дEж▒мq,104.03,│гелбGжэ
RPPOMLLJMHJFFGE77DA,лCж~мq,.89,│гелбGжэ
RPPOMLLJMHJFFGE77DA,лCж~мq,13.65,│гелбGжэ
RPPOMLLJMHJFFDE47DA,дT╢Їнэмqд@дpмq,7.08,│гелбG░╙
RPWNMLLJMHJFFDE08DA,дj┤фмqдCдpмq,21.86,│гелбG░╙
RPWNMLLJMHJFFDE08DA,дj┤фмqдCдpмq,4.75,│гелбG░╙
RPXNMLLJMHJFFDE18DA,дj╕╬мqд@дpмq,22.44,│гелбGжэ
RPTNMLOJMHJFFDE08DA,л╪жwмq,22.70,│гелбG░╙
RPPOMLLJMHJFFFE67DA,╡{н╗мq,140.00,│гелбG╣A
RPVOMLLJMHJFFFE28DA,╞W╕╠жшмq,91.73,│гелбGжэ
RPVOMLLJMHJFFFE28DA,╞W╕╠жшмq,5.08,│гелбGжэ
RPOOMLNJMHJFFFE77DA,дjе■мq,83.00,│гелбGжэ
RPSNMLPLMHJFFFE48DA,иє║aмq,5.93,│гелбGжэ
RPSNMLPLMHJFFFE48DA,иє║aмq,11.29,│гелбGжэ
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,185.00,│гелбGжэ
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,15.00,│гелбGифеL
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,232.50,│гелбGжэ
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,17.50,│гелбGифеL
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,219.50,│гелбGжэ
RPPNMLMJMHJFFLE18CA,п╬д╜╢щмq,5.50,│гелбGифеL
RPPOMLLJMHJFFLE18CA,│╗нэмq,76.00,│гелбGжэ
RPOOMLMJMHJFFLE18CA,дЇ╝tмq,5.58,│гелбG╣A
RPOOMLMJMHJFFLE18CA,дЇ╝tмq,9.72,│гелбG╣A
RPOOMLMJMHJFFLE18CA,дЇ╝tмq,3.93,│гелбG╣A
RPOOMLMJMHJFFLE18CA,дЇ╝tмq,24.21,│гелбG╣A
RPOOMLMJMHJFFLE18CA,дЇ╝tмq,57.77,│гелбG╣A
RPROMLMJMHJFFLE48CA,п╬╢щмq,68.32,│гелбGжэ
RPQNMLTJMHJFFLE98CA,е├к┌мq,35.85,│гелбGжэ
RPPNMLKKMHJFFLE08CA,д║з|мq,22.61,│гелбGжэ
RPSNMLRJMHJFFLE98CA,дsдl│╗мq,71.00,│гелбGжэ
RPTNMLRJMHJFFLE09CA,д║┤Ємq,76.00,│гелбGжэ
RPTNMLRJMHJFFLE09CA,д║┤Ємq,1.07,│гелбGжэ
RPXNMLLLMHJFFLE09CA,лс╔▄мq,19.71,│гелбGжэ
RPXNMLLLMHJFFLE09CA,лс╔▄мq,13.92,│гелбGжэ
RPWNMLPKMHJFFLE66CA,дн║╓мq,5.75,│гелбGжэ
RPWNMLPKMHJFFLE66CA,дн║╓мq,8.89,│гелбGжэ
RPWNMLPKMHJFFLE66CA,дн║╓мq,53.29,│гелбGжэ
RPSNMLTLMHJFFAE38DA,║X┤фмq,2.00,│гелбGжэ
RPSNMLTLMHJFFAE38DA,║X┤фмq,2.00,│гелбGжэ
RPUNMLMJMHJFFAE67DA,└sддмq,9.55,│гелбGжэ
RPWNMLMJMHJFFAE87DA,лCо№мq,17.58,│гелбGжэ
RPOOMLMJMHJFFAE17DA,└s╡╪мqдGдpмq,30.33,│гелбG░╙
RPPOMLLJMHJFFBE27DA,╖s┐│мqдTдpмq,.59,│гелбG░╙
RPPOMLLJMHJFFBE27DA,╖s┐│мqдTдpмq,.68,│гелбG░╙
RPPOMLLJMHJFFBE27DA,╖s┐│мqдTдpмq,.77,│гелбG░╙
RPPOMLLJMHJFFBE27DA,╖s┐│мqдTдpмq,.66,│гелбG░╙
RPUOMLLJMHJFFBE77DA,дj▓╬мqдGдpмq,2.55,│гелбG░╙
RPUOMLLJMHJFFBE77DA,дj▓╬мqдGдpмq,.12,│гелбGифеL
RPUOMLLJMHJFFBE77DA,дj▓╬мqдGдpмq,.09,│гелбGифеL
RPTNMLLJMHJFFBE57DA,дj▓╬мqд@дpмq,62.00,│гелбG░╙
RPTNMLLJMHJFFBE57DA,дj▓╬мqд@дpмq,4.00,│гелбGифеL
RPQNMLMJMHJFFCE47DA,е·╡╪мqд@дpмq,25.59,│гелбGжэ
RPPNMLOJMHJFFCE57DA,╖R╕sмq,12.81,│гелбG░╙
RPQNMLOJMHJFFCE67DA,╖R╕sмq,6.87,│гелбG░╙
RPRNMLMJMHJFFKE28CA,жие\мq,1351.96,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLMJMHJFFKE28CA,жNжwмq,657.17,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLMJMHJFFKE28CA,жNжwмq,57.36,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPROMLSLMHJFFJE09CA,│Єдlд║мq,1710.00,│гелбG╣A
RPRNMLPLMHJFFJE68CA,кп║rоЇмq,34.51,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPRNMLPLMHJFFJE68CA,кп║rоЇмq,237.51,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPSNMLPLMHJFFJE78CA,дд╡╪мq,266.65,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLQJNHJFFJE78CA,ж╦кFмq,41.67,│гелбG░╙
RPQOMLQKMHJFFJE68CA,е╔┤Ємq,65.70,│гелбGжэ
RPQOMLQKMHJFFJE68CA,е╔┤Ємq,32.03,│гелбGжэ
RPQOMLQKMHJFFJE68CA,е╔┤Ємq,12.74,│гелбGжэ
RPVNMLRKMHJFFJE56CA,е_└нмq,4673.27,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLRKMHJFFJE56CA,е_└нмq,2477.36,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLRKMHJFFJE56CA,е_└нмq,442.72,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGец│qе╬жa
RPROMLOKMHJFFJE58CA,ж╦лnмq,107.91,│гелбGжэ
RPSOMLOKMHJFFJE68CA,ж╦лnмq,110.09,│гелбGжэ
RPOOMLNJMHJFFJE08CA,║╓кFмq,124.23,│гелбGжэ
RPVNMLNJMHJFFJE68CA,е╨╝dмq,1933.33,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,1454.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,636.91,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,22.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,1521.33,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,418.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,330.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,6588.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,1118.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVNMLNJMHJFFJE68CA,е╨╝dмq,4641.33,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLLJMHJFFJE08CA,дд╕Їмq,2610.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLLJMHJFFJE08CA,дд╕Їмq,109.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLPLMHJFFIE48CA,м№╝wмq,480.29,│гелбG╣A
RPSOMLMLMHJFFIE48CA,╖sикдsмq,173.31,│гелбGжэ
RPSOMLMLMHJFFIE48CA,╖sикдsмq,30.35,│гелбGжэ
RPSOMLMLMHJFFIE48CA,╖sикдsмq,.42,│гелбGжэ
RPTOMLMLMHJFFIE58CA,╖sикдsмq,152.45,│гелбGжэ
RPTOMLMLMHJFFIE58CA,╖sикдsмq,.42,│гелбGжэ
RPVNMLTJMHJFFIE56CA,и|н^мq,3.94,│гелбGжэ
RPVNMLTJMHJFFIE56CA,и|н^мq,6.08,│гелбGжэ
RPVNMLTJMHJFFIE56CA,и|н^мq,112.38,│гелбGжэ
RPVNMLTJMHJFFIE56CA,и|н^мq,4.73,│гелбGжэ
RPOOMLTJMHJFFIE58CA,дпмKмq,79.00,│гелбGжэ
RPPOMLTJMHJFFIE68CA,дпмKмq,36.00,│гелбGжэ
RPROMLTJMHJFFIE88CA,дп└чмq,25.95,│гелбGжэ
RPROMLTJMHJFFIE88CA,дп└чмq,87.00,│гелбGжэ
RPTNMLOKMHJFFIE58CA,и|д~мq,72.94,│гелбGжэ
RPVOMLPKMHJFFIE98CA,┬╫е▌мq,79.57,│гелбGжэ
RPTNMLRKMHJFFHE78CA,кFенмq,3.34,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.46,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,2.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,4.97,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,58.31,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,1.41,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,6.56,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.44,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,3.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.19,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,5.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,16.55,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,12.53,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLRKMHJFFHE78CA,кFенмq,17.58,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,3.34,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.46,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,2.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,4.97,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,58.31,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,1.41,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,6.56,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.44,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,3.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.19,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,5.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,16.55,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,12.53,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPUNMLRKMHJFFHE88CA,кFенмq,17.58,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,3.34,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.46,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,2.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,4.97,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,58.31,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,1.41,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,6.56,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.44,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,3.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.19,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,5.27,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,16.55,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,12.53,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,.09,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLRKMHJFFHE98CA,кFенмq,17.58,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,2.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.37,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,1.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.05,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,3.98,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,46.65,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,1.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,5.25,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.35,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,2.62,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.15,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,4.22,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.10,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,13.24,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,10.02,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,.07,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLRKMHJFFHE09CA,кFенмq,14.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,2.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.37,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,1.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.05,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,3.98,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,46.65,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,1.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,5.25,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.35,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,2.62,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.15,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,4.22,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.10,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,13.24,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,10.02,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,.07,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLRKMHJFFHE56CA,кFенмq,14.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,2.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.37,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,1.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.05,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,3.98,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,46.65,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,1.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,5.25,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.35,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,2.62,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.15,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,4.22,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.10,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,13.24,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,10.02,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,.07,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLRKMHJFFHE38CA,кFенмq,14.06,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,2.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,.37,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,1.67,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,.05,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,3.98,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,46.65,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,1.13,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,5.25,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,.35,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,2.62,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPPOMLRKMHJFFHE48CA,кFенмq,.15,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
