╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕m/л╪кл░╧мqк∙╡P,дgжa▓╛┬р┴`н▒┐n(ендшд╜д╪),│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐n(ендшд╜д╪),л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙(д╕),│ц╗∙(д╕/ендшд╜д╪),иожь├■зO,иожь▓╛┬р┴`н▒┐n(ендшд╜д╪),иожь┴`╗∙(д╕),│╞╡∙,╜s╕╣
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m║╓┐│з°╖s┐│1~30╕╣,101.57,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061201,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060829,164.11,5,3,4,ж│,╡L,5800000,35342,,0.0,0,,RPXNMLMKJHNFFCQ86CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдTжw╕Ї31~60╕╣,127.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060930,270.05,4,2,5,ж│,╡L,12500000,46288,,0.0,0,,RPOOMLPKJHNFFBQ88CA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эдхйў╡є31~60╕╣,295.5,░╙,,,1061101,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,┐√│y,0801012,254.56,0,0,0,╡L,╡L,6500000,25534,,0.0,0,,RPSNMLMKJHNFFBQ88CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдTжw╕Ї61~90╕╣,238.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060930,507.51,6,2,5,ж│,╡L,24400000,48078,,0.0,0,,RPRNMLRKJHNFFBQ66CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдTжw╕Ї31~60╕╣,127.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060930,270.05,4,2,5,ж│,╡L,13000000,48139,,0.0,0,,RPTNMLPKJHNFFBQ66CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдTжw╕Ї31~60╕╣,109.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060930,240.02,4,2,5,ж│,╡L,11450000,47704,,0.0,0,,RPSNMLSKJHNFFBQ86CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел╣L╖╛и╜╣L╖╛1~30╕╣,78.0,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0840831,166.0,5,2,3,ж│,╡L,4500000,27108,,0.0,0,,RPTNMLLKJHNFFDQ56DA
дЇдW╢m,дgжa,▓╩╖╦╖sмq841~870жa╕╣,1170.0,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8848710,7563,,0.0,0,иє─│╗∙┴╩,RPUNMLRKJHNFFDQ27DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел┬┬░ёи╜╖sжwд@╡є1л╤1~30╕╣,71.68,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa2л╪кл2иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0880531,153.2,4,2,2,ж│,ж│,2800000,18277,,0.0,0,,RPPOMLOLJHNFFDQ66DA
дjкL┬э,дgжa,ддкLмq451~480жa╕╣,116.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,650000,5603,,0.0,0,,RPOPMLLKJHNFFCQ88EA
д╗╕}╢m,дgжa,┤фз└╝d╖sмq211~240жa╕╣,257.52,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,3883,,0.0,0,,RPXNMLPKJHNFFBQ17DA
ж╦▒T╢m,дgжa,йMенмq91~120жa╕╣,1471.83,дu,,,1061201,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14300000,9716,,0.0,0,,RPPNMLKLJHNFFEQ78CA
дЇдW╢m,дgжa,▓╩╖╦╖sмq841~870жa╕╣,4073.6,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,30808637,7563,,0.0,0,иє─│╗∙┴╩,RPPNMLSJLHNFFDQ07EA
ж╦▒T╢m,дgжa,йMенмq61~90жa╕╣,270.46,дu,,,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1880000,6951,,0.0,0,,RPQNMLQKJHNFFEQ96EA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдпйMд@╕Ї1~30╕╣,263.62,жэ,,,1061101,дgжa11л╪кл2иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031024,295.25,5,2,4,ж│,ж│,17900000,60627,,0.0,0,,RPQNMLPLJHNFFBQ56DA
дjкL┬э,дgжa,е╠╜й▒[мqе╠╜й▒[дpмq271~300жa╕╣,3667.33,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5500500,1500,,0.0,0,,RPPNMLPKJHNFFCQ56EA
дЇдW╢m,дgжa,▓╩╖╦╖sмq901~930жa╕╣,1096.0,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8289048,7563,,0.0,0,иє─│╗∙┴╩,RPRNMLRKJHNFFDQ96DA
дЇдW╢m,дgжa,▓╩╖╦╖sмq841~870жa╕╣,1280.0,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9680640,7563,,0.0,0,иє─│╗∙┴╩,RPSNMLRKJHNFFDQ07DA
ем│U┬э,дgжa,╢Qк┘мqеbдыдpмq151~180жa╕╣,2841.92,,д@пы╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,750000,264,,0.0,0,и№╢┼┼v╢┼░╚╝v┼Tй╬╢┼░╚йш└vдзецйЎбC,RPVNMLPKJHNFFBQ86CA
ж╡дlел,л╪кл,╣┼╕q┐дж╡дlелкQ╡╪и╜12╛F211~240╕╣,0.0,,,,1070101,дgжa0л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0850115,2414.08,1,1,1,ж│,╡L,1500000,,,0.0,0,,RPSNMLRKJHNFFBQ76CA
╕qж╦╢m,дgжa,└Yж╦│Ємqж╦│Єдpмq661~690жa╕╣,2754.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3304800,1200,,0.0,0,,RPRNMLMKJHNFFBQ78CA
е┴╢п╢m,дgжa,╡╫оHмqк└╖╛дpмq301~330жa╕╣,2701.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5880000,2177,,0.0,0,,RPROMLMKJHNFFCQ98CA
дjкL┬э,дgжa,дj┤Ємq┤Єе_дpмq241~270жa╕╣,3649.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2880000,789,,0.0,0,,RPQNMLMKJHNFFCQ78CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜─їмw╡є73л╤1~30╕╣,59.41,жэ,,,1061201,дgжa7л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0820217,113.17999999999999,3,2,2,ж│,╡L,2600000,22972,,0.0,0,,RPSNMLPKJHNFFCQ66CA
ддоH╢m,дgжa,ж╦└Y▒Tмq1~30жa╕╣,6140.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1100000,179,,0.0,0,,RPRNMLOLJHNFFDQ66CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢m╞Q?з°дU╔▄еJ31~60╕╣,165.67,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840518,198.57,4,2,3,ж│,ж│,4000000,20144,,0.0,0,,RPPNMLKLJHNFFDQ68CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m└s╝wз°1~30╕╣,62.51,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa0л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0720528,121.8,2,2,1,ж│,╡L,3800000,31199,,0.0,0,,RPRNMLRLJHNFFDQ96CA
д╙лOел,й╨жa(дgжa+л╪кл)+иожь,╣┼╕q┐дд╙лOелмKп]и╜лO┼Kд@╕ЇдGмq91~120╕╣,29.34,жэ,,,1070101,дgжa1л╪кл1иожь1,дQе|╝h,дQд╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),╢░жXжэжv,┐√╡м▓V╛одg│y,1060421,134.19,2,2,1,ж│,ж│,4590000,38056,йY╣Dенн▒,29.87,620000,,RPOOMLSJKHNFFDQ76CA
дjкL┬э,дgжa,е╠╜й▒[мqе╠╜й▒[дpмq121~150жa╕╣,1481.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,26880150,18150,,0.0,0,,RPXNMLTKJHNFFCQ57CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкў┐│з°╢░║╓╡є10л╤61~90╕╣,115.08,жэ,,,1061201,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0711106,111.71,3,2,2,ж│,╡L,2300000,20589,,0.0,0,,RPQNMLOLJHNFFCQ09CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эдддs╕Ї63л╤1~30╕╣,37.52,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,,30.42,1,2,1,ж│,╡L,300000,9862,,0.0,0,,RPSNMLQKJHNFFCQ76CA
дjкL┬э,дgжa,дj┤Ємq511~540жa╕╣,4862.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3600000,740,,0.0,0,,RPTNMLQKJHNFFCQ86CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°└Y╛Ї661~690╕╣,139.24,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0811125,248.71,4,3,3,ж│,╡L,6000000,24124,,0.0,0,,RPOOMLQKJHNFFCQ09CA
дjкL┬э,дgжa,е╠╜й▒[мqе╠╜й▒[дpмq121~150жa╕╣,172.0,ифеL,,,1060901,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1760000,10233,,0.0,0,,RPPOMLQKJHNFFCQ56CA
дjкL┬э,дgжa,е╠╜й▒[мqе╠╜й▒[дpмq121~150жa╕╣,2144.0,жэ,,,1060901,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,47952000,22366,,0.0,0,,RPROMLQKJHNFFCQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mжшжwз°25╛F╢i┐│╡є61~90╕╣,86.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0730104,157.33,4,1,3,ж│,╡L,5000000,31780,,0.0,0,,RPVNMLSKJHNFFCQ27CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m╝d│╗з°22╛F┤I╕q╖sз°31~60╕╣,62.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690331,100.64,2,1,2,ж│,╡L,1400000,13911,,0.0,0,,RPWNMLSKJHNFFCQ37CA
е┴╢п╢m,дgжa,е┴╣Aмq841~870жa╕╣,639.86,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9678000,15125,,0.0,0,,RPVOMLQKJHNFFCQ17CA
╕qж╦╢m,дgжa,дн╢бнэмqдднэдpмq331~360жa╕╣,2847.5,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3132250,1100,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPWNMLPKJHNFFBQ96CA
д╗╕}╢m,дgжa,╖╦сYнэмqе┐╕qдpмq361~390жa╕╣,2922.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061001,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2494700,854,,0.0,0,,RPQNMLRKJHNFFBQ56CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,92.9,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,702550,7562,,0.0,0,дг░╩▓гдзж@ж│дH╝╞м░в▒дHдgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPPNMLNKJHNFFBQ68CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,1.62,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12251,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPQNMLNKJHNFFBQ78CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,42.34,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,320175,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPRNMLNKJHNFFBQ88CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,19.26,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,145650,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPSNMLNKJHNFFBQ98CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,66.92,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,506075,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPTNMLNKJHNFFBQ09CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,61.49,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,465000,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPUNMLNKJHNFFBQ56CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,61.87,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,467875,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPVNMLNKJHNFFBQ66CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,59.29,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,448375,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPWNMLNKJHNFFBQ76CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,23.45,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,177325,7562,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPXNMLNKJHNFFBQ86CA
╕qж╦╢m,дgжa,д╗о█мq421~450жa╕╣,15.44,░╙,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,50000,3238,,0.0,0,дgжaжь╕mзижbдд╢б,├■ж№╖ю╣sжaбC,RPOOMLNKJHNFFBQ68CA
кFе█╢m,дgжa,╖s┤x╝цмq1081~1110жa╕╣,87.2,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,400000,4587,,0.0,0,┐╦д═пSоэ├ЎлY╢бдзецйЎд╬зt1╝lе╝╡n░Oл╪кл,┴`╗∙лYе]мAдgжaд╬е╝╡n░Oдзл╪клдз╗∙оцбAи├м∙йwдgжa╝Wн╚╡|л┤╡|╣Lдс╢Oе╬збе╤й╙╢RдHнt╛сбC,RPPNMLQKJHNFFBQ98CA
ем│U┬э,дgжa,дEж┐мq661~690жa╕╣,29.35,░╙,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,290612,9902,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPRNMLQKJHNFFBQ56CA
ем│U┬э,дgжa,дEж┐мq661~690жa╕╣,244.46,░╙,,,1061201,дgжa8л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1909346,7810,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC ифдд15.62йWи╤д╜▓│жцилдз╣D╕Ї,й╥еHдг║т╢Oе╬,RPSNMLQKJHNFFBQ66CA
ж╡дlел,дgжa,зdж╦дl╕}мq╝wоaдpмq541~570жa╕╣,2781.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5005800,1800,,0.0,0,,RPQNMLOKJHNFFBQ88CA
ж╡дlел,дgжa,зdж╦дl╕}мq╝wоaдpмq541~570жa╕╣,2837.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5106600,1800,,0.0,0,,RPRNMLOKJHNFFBQ98CA
ем│U┬э,дgжa,╖╦сYмq╖╦сYдpмq31~60жa╕╣,609.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,300000,493,,0.0,0,,RPRNMLQLJHNFFBQ66CA
дЇдW╢m,дgжa,▓╩╖╦мq▓╩╖╦дpмq511~540жa╕╣,788.67,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3251000,4122,,0.0,0,,RPQNMLPKJHNFFDQ66DA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mиqкLз°╖╦й│╝d31~60╕╣,105.0,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0700224,110.06,4,2,2,ж│,╡L,3600000,32709,,0.0,0,,RPQNMLPKJHNFFCQ66EA
╖s┤ф╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╖s┤ф╢mдд╔▄з°дде┐╕Ї351л╤1~30╕╣,122.82,жэ,,,1061201,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1061020,174.95,5,3,4,ж│,╡L,8050000,46013,,0.0,0,,RPUNMLQKJHNFFCQ17EA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эд║е╨151~180╕╣,2380.44,дu,,,1061201,дgжa3л╪кл2иожь0,д@╝h,д@╝h,╝t┐ь,дu╖~е╬,игифеL╡n░Oи╞╢╡,0981125,515.15,2,1,3,ж│,╡L,15500000,30088,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPOMLPKJHNFFBQ09DA
▒Ўдs╢m,дgжa,▒Ўлnмq241~270жa╕╣,86.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,13953,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPRNMLLLJHNFFEQ09CA
▒Ўдs╢m,дgжa,▒Ўлnмq241~270жa╕╣,50.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,24000,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎд╬е╝╡n░Oл╪клбC,RPSNMLLLJHNFFEQ56CA
▒Ўдs╢m,дgжa,▒Ўлnмq241~270жa╕╣,16.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,145200,9075,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPTNMLLLJHNFFEQ66CA
▒Ўдs╢m,дgжa,╣Lдsмq31~60жa╕╣,5414.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,222,,0.0,0,,RPVNMLMJKHNFFEQ86CA
▒Ўдs╢m,дgжa,▒Ўлnмq1111~1140жa╕╣,331.0,╣A,,,1061001,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,4532,,0.0,0,,RPSNMLQKJHNFFEQ17EA
▒Ўдs╢m,дgжa,▒Ўлnмq1111~1140жa╕╣,984.0,╣A,,,1061001,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4336812,4407,,0.0,0,,RPTNMLQKJHNFFEQ27EA
дjкL┬э,дgжa,й·╡╪мq991~1020жa╕╣,942.01,дu,,,1061201,дgжa13л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8028409,8523,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPSNMLSKJHNFFCQ17EA
╡f╕Ї╢m,дgжa,дj┤Ємq61~90жa╕╣,385.5,,┤╦кL░╧,╣Aкке╬жa,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,430000,1115,,0.0,0,,RPQNMLPKJHNFFEQ86EA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эжшкLи╜18╛F▓╗йM╕Ї241~270╕╣,182.47,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830630,16.41,8,2,6,ж│,╡L,11500000,700792,,0.0,0,зtе╝лOжs╡n░Oл╪кл2┤╔,RPVNMLRKJHNFFCQ37EA
ж╦▒T╢m,дgжa,д╜└]мq301~330жa╕╣,101.8,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,280000,2750,,0.0,0,дgжaдWе]мAд@╢бе╝┐ьлOжs╡n░Oдзй╨л╬,л∙д└5д└дз1бC│o╡здgжaж@ж│2н╙┼vзQдHбAиCдHл∙д└жU10д└дз1бC,RPTNMLMLJHNFFEQ96EA
▒Ўдs╢m,дgжa,▒Ўе_мq1171~1200жa╕╣,109.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1648500,15124,,0.0,0,┐╦д═пSоэ├ЎлY╢бдзецйЎбC,RPPNMLLLJHNFFEQ88CA
ж╡дlел,дgжa,дхд╞мq871~900жa╕╣,204.0,жэ,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6000000,29412,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXNMLQLJHNFFBQ37DA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эз┬о№и╜о№┐│╡є241~270╕╣,137.95,жэ,,,1061201,дgжa1л╪кл0иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0810718,177.69,5,2,2,ж│,╡L,2800000,15758,,0.0,0,,RPPNMLRKJHNFFBQ56DA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкQдsз°13╛Fе▀е■╖sз°61~90╕╣,77.63,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0720915,80.12,5,1,3,ж│,╡L,1200000,14978,,0.0,0,,RPPNMLQKJHNFFCQ56DA
╖s┤ф╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╖s┤ф╢mдд╔▄з°дде┐╕Ї351л╤61~90╕╣,105.93,жэ,,,1061201,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1061020,172.42,5,3,4,ж│,╡L,7900000,45818,,0.0,0,,RPVNMLQKJHNFFCQ27EA
